preset,x_h,phi_h,temperature_L,sound_speed_squared
cosh-calibration,0.57393965695832661,0.54417508515145974,0.82473416484704731,0.32918488398728202
cosh-calibration,0.57878148421974351,0.54869179019325365,0.81304725819963453,0.32911821526330354
cosh-calibration,0.58366415774599889,0.55324476998556738,0.80152684571987498,0.32905053403324519
cosh-calibration,0.58858802212132932,0.55783428636742516,0.79017055609711284,0.3289818268182062
cosh-calibration,0.59355342483692775,0.56246060236001116,0.77897605176909102,0.32891208002116568
cosh-calibration,0.59856071631546637,0.567123982154349,0.76794102844097478,0.32884127993137963
cosh-calibration,0.60361024993582724,0.57182469109943634,0.75706321461141501,0.32876941271755955
cosh-calibration,0.60870238205804117,0.57656299568819713,0.74634037110571794,0.32869646443737971
cosh-calibration,0.61383747204843719,0.58133916354382853,0.7357702906147735,0.32862242103360739
cosh-calibration,0.61901588230500382,0.58615346340523145,0.72535079724174478,0.32854726833622472
cosh-calibration,0.62423797828296479,0.59100616511286852,0.71507974605397795,0.32847099206689617
cosh-calibration,0.62950412852057014,0.59589753959222458,0.70495502264233645,0.32839357783588774
cosh-calibration,0.63481470466510492,0.60082785883897594,0.69497454268606651,0.32831501115005635
cosh-calibration,0.64017008149911758,0.60579739590110016,0.68513625152420021,0.32823527740586866
cosh-calibration,0.64557063696686945,0.61080642486232961,0.67543812373327283,0.3281543618983081
cosh-calibration,0.65101675220100708,0.61585522082419475,0.66587816271040379,0.32807224982311955
cosh-calibration,0.65650881154945995,0.62094405988805312,0.65645440026294299,0.32798892627528137
cosh-calibration,0.66204720260256567,0.62607321913508773,0.64716489620357753,0.32790437625314661
cosh-calibration,0.66763231622042229,0.6312429766069394,0.63800773795146393,0.32781858465946107
cosh-calibration,0.67326454656047285,0.63645361128603684,0.62898104013884837,0.32773153630790119
cosh-calibration,0.67894429110532262,0.64170540307369872,0.6200829442232707,0.32764321592086199
cosh-calibration,0.68467195069078979,0.64699863276907288,0.61131161810556711,0.32755360813293405
cosh-calibration,0.69044792953419432,0.65233358204626435,0.60266525575300822,0.32746269749869944
cosh-calibration,0.6962726352628843,0.65771053343206554,0.59414207682783549,0.32737046849066598
cosh-calibration,0.70214647894300342,0.6631297702815333,0.58574032632133233,0.32727690550345739
cosh-calibration,0.70806987510850128,0.66859157675447189,0.57745827419281304,0.3271819928579105
cosh-calibration,0.71404324179038803,0.67409623778901973,0.56929421501400745,0.32708571480643334
cosh-calibration,0.72006700054623618,0.67964403907757087,0.56124646761815378,0.32698805553525279
cosh-calibration,0.72614157648993094,0.68523526703847026,0.55331337475452569,0.32688899916336939
cosh-calibration,0.73226739832167176,0.6908702087906391,0.54549330274767482,0.32678852975247219
cosh-calibration,0.73844489835822724,0.69654915212355306,0.53778464116143976,0.32668663131378489
cosh-calibration,0.74467451256344441,0.70227238547047344,0.5301858024677063,0.32658328780327506
cosh-calibration,0.75095668057901654,0.70804019787718486,0.522695221720336,0.32647848313158695
cosh-calibration,0.75729184575550934,0.71385287897342187,0.51531135623304358,0.32637220117182791
cosh-calibration,0.76368045518364991,0.71971071894068783,0.50803268526239953,0.32626442575414211
cosh-calibration,0.77012295972587907,0.72561400848074376,0.50085770969529531,0.32615514067930684
cosh-calibration,0.77661981404816982,0.73156303878326845,0.49378495174050291,0.32604432972553582
cosh-calibration,0.78317147665211495,0.7375581014924173,0.48681295462492069,0.32593197664520446
cosh-calibration,0.7897784099072841,0.74359948867250913,0.47994028229423719,0.32581806517370887
cosh-calibration,0.79644108008385495,0.74968749277309055,0.47316551911761195,0.3257025790395221
cosh-calibration,0.80315995738551926,0.75582240659366196,0.4664872695966224,0.32558550196457497
cosh-calibration,0.80993551598266633,0.76200452324648593,0.45990415807853557,0.32546681767497193
cosh-calibration,0.81676823404584664,0.76823413611924396,0.45341482847329928,0.32534650990298969
cosh-calibration,0.82365859377951745,0.77451153883756341,0.44701794397508887,0.32522456239079028
cosh-calibration,0.83060708145607387,0.78083702522511744,0.44071218678741603,0.32510095890666491
cosh-calibration,0.83761418745016614,0.78721088926426741,0.43449625785217677,0.32497568324598319
cosh-calibration,0.84468040627330665,0.79363342505515366,0.42836887658276629,0.32484871923619507
cosh-calibration,0.85180623660876953,0.80010492677454181,0.42232878060087164,0.32472005074646532
cosh-calibration,0.85899218134678357,0.80662568863285855,0.41637472547704779,0.32458966169369358
cosh-calibration,0.86623874762002295,0.81319600483157806,0.41050548447500629,0.32445753605526928
